,idd,zoom,xtile,ytile,topleft_x,topleft_y,bottomright_x,bottomright_y
id222,222,20,317288,387864,-71.06781005859375,42.3524549195262,-71.06746673583984,42.352201198474525
id223,223,20,317288,387865,-71.06781005859375,42.352201198474525,-71.06746673583984,42.35194747639863
id224,224,20,317289,387850,-71.06746673583984,42.35600690670569,-71.06712341308594,42.35575319999323
id225,225,20,317289,387851,-71.06746673583984,42.35575319999323,-71.06712341308594,42.35549949225654
id226,226,20,317289,387852,-71.06746673583984,42.35549949225654,-71.06712341308594,42.35524578349561
id227,227,20,317289,387853,-71.06746673583984,42.35524578349561,-71.06712341308594,42.35499207371046
id228,228,20,317289,387854,-71.06746673583984,42.35499207371046,-71.06712341308594,42.35473836290107
id229,229,20,317289,387855,-71.06746673583984,42.35473836290107,-71.06712341308594,42.35448465106745
id230,230,20,317289,387856,-71.06746673583984,42.35448465106745,-71.06712341308594,42.3542309382096
id231,231,20,317289,387857,-71.06746673583984,42.3542309382096,-71.06712341308594,42.35397722432751
id232,232,20,317289,387858,-71.06746673583984,42.35397722432751,-71.06712341308594,42.353723509421194
id233,233,20,317289,387859,-71.06746673583984,42.353723509421194,-71.06712341308594,42.353469793490646
id234,234,20,317289,387860,-71.06746673583984,42.353469793490646,-71.06712341308594,42.35321607653588
id235,235,20,317289,387861,-71.06746673583984,42.35321607653588,-71.06712341308594,42.35296235855688
id236,236,20,317289,387862,-71.06746673583984,42.35296235855688,-71.06712341308594,42.352708639553654
id237,237,20,317289,387863,-71.06746673583984,42.352708639553654,-71.06712341308594,42.3524549195262
id238,238,20,317289,387864,-71.06746673583984,42.3524549195262,-71.06712341308594,42.352201198474525
id239,239,20,317289,387865,-71.06746673583984,42.352201198474525,-71.06712341308594,42.35194747639863
id240,240,20,317290,387850,-71.06712341308594,42.35600690670569,-71.06678009033203,42.35575319999323
id241,241,20,317290,387851,-71.06712341308594,42.35575319999323,-71.06678009033203,42.35549949225654
id242,242,20,317290,387852,-71.06712341308594,42.35549949225654,-71.06678009033203,42.35524578349561
id243,243,20,317290,387853,-71.06712341308594,42.35524578349561,-71.06678009033203,42.35499207371046
id244,244,20,317290,387854,-71.06712341308594,42.35499207371046,-71.06678009033203,42.35473836290107
id245,245,20,317290,387855,-71.06712341308594,42.35473836290107,-71.06678009033203,42.35448465106745
id246,246,20,317290,387856,-71.06712341308594,42.35448465106745,-71.06678009033203,42.3542309382096
id247,247,20,317290,387857,-71.06712341308594,42.3542309382096,-71.06678009033203,42.35397722432751
id248,248,20,317290,387858,-71.06712341308594,42.35397722432751,-71.06678009033203,42.353723509421194
id249,249,20,317290,387859,-71.06712341308594,42.353723509421194,-71.06678009033203,42.353469793490646
id250,250,20,317290,387860,-71.06712341308594,42.353469793490646,-71.06678009033203,42.35321607653588
id251,251,20,317290,387861,-71.06712341308594,42.35321607653588,-71.06678009033203,42.35296235855688
id252,252,20,317290,387862,-71.06712341308594,42.35296235855688,-71.06678009033203,42.352708639553654
id253,253,20,317290,387863,-71.06712341308594,42.352708639553654,-71.06678009033203,42.3524549195262
id254,254,20,317290,387864,-71.06712341308594,42.3524549195262,-71.06678009033203,42.352201198474525
id255,255,20,317290,387865,-71.06712341308594,42.352201198474525,-71.06678009033203,42.35194747639863
